商品属性,评价内容
16G内存 512G固态升级 15.6英寸IPS全面屏【低蓝光护眼无闪烁】,不错不错，用着舒服，手感舒适，也挺薄的、不沉，适合我天天出差来回背着，屏幕也不小，可以的，运行速度也可以
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,使用体验很好，特别选了15下屏以为会很笨重，实际并没有，正版office系统，很给力
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑上手体验了一下，确实不错，够轻，符合自己轻薄本的需求。以前买组装机被坑，后面发现还是去~找up主推荐后再买最合适了，那个up主，4000-5000价位的轻薄本只推荐2个，一个叫啥龙来着，另一个就是小新air。确实物超所值，顶！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行流畅，轻便方便携带，测验过LOL，中等画质fps维持在130左右，外面酷炫，手感不错，店家服务态度优
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,?赶上做活动的时候买的，这个价格一分钱一分货，从外观看很美，感觉买值了，还有物流超级快，客服也很给力，点赞！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝收到了，包装完好，无损坏。打开看了一下，安装了一个CAD感觉还蛮好用的。晚上还下载一些软件，速度快。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,非常漂亮，比较耐看，是黑色的。开盖即开机，有指纹解锁特别方便。适合办公，摸着手感很很好，屏幕看着也很舒服。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,货收到了，和心目中的差不多，第一次买电脑，客服服务也很周到，简洁使用手感很不错，物流也很快，这次感觉很满意。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑收到了，使用初体验不错，系统初始化了半个多小时，鲁大师跑分近73W，这个价位非常满意。，就看后续稳定性了哈
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑收到货了，电脑是正品，电脑还有指纹识别解锁的功能，而且电脑厚度也是特别轻薄，方便携带，挺适合大学生携带的。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑包装得很好，快递也很快，拿到不懂的问客服回复的也快，很有耐心，电脑运行速度也很快，第一次买，感觉很好用
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：挺快的，屏幕效果：比较好，散热性能：很棒，外形外观：好看便携，轻薄程度：很薄，其他特色：挺好的
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑到了，物流很快第二天就到了，外观特别喜欢，可以说是全能本，这个外观真的是爱了，非常棒。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,东西到货很快，今天下单第二天就收到了，颜值很高，刚把系统和办公软件激活了，整体满意，等用了之后再过来追评。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：开机速度是真快，屏幕效果：屏幕大高清色彩搭配很好，散热性能：散热性极好，外形外观：外观漂亮好看大气
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,?非常漂亮，做工精细，颜值担当，非常方便，?喜欢的朋友可以下手！质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们～真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,屏幕效果非常好，键盘的质感也不错，之前一直在犹豫买不买，后来看了很多评价，感觉真的很不错，入手后也非常开心，摸起来很柔和，散热性能也非常好，外形看上去简约大方，客服的服务态度非常好，买了好几天了，感觉还可以，推荐入手！！！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝收到了，物流速度很快，客服服务态度也很好，电脑很好看，而且屏幕比一般的大，特别电脑键盘亮起来很好看
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,物流很快，包装的很好，外观没有损坏。打开就迫不及待的开机，开机速度快。轻薄，外出携带方便，是一款不错的电脑
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,物流很快，开机速度很棒，商家服务态度也很好，这个价位性价比很高，散热不错，外观炫酷，很薄，全面屏色域很好
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,物流速度很快，电脑包装很好；外形外观好看，很轻薄；开机速度和运行速度很快；散热性能也很好，很满意的一次购物
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,新机无开封，，运行速度：开机很流畅，屏幕效果：分辨率很柔和，散热性能：很完美，外形外观：全金属，轻薄，原来电脑已经到这种地步了。，轻薄程度：两个手指夹起，其他特色：联想，大品牌。支持国产，信任国产。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,这个电脑非常好，轻便小巧，和说的一样，打游戏好流畅，散热挺快，运行速度也快我很喜欢，值得入手。非常棒。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,运行速度：很好，屏幕效果：非常棒，这个电脑很好 发货也很快 给孩子万哥买的 孩子很喜欢 很值得大家购买
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,一直都想弄一台笔记本  方便些    考虑了很久   还是决定下单了   快递也挺快  两天就到了
八核R7-4800U 16G 512G固态 标配深空灰色,屏幕效果：完美，散热性能：还行，运行速度：一般般，外形外观：很好看，轻薄程度：还行，其他特色：个人感觉还行很好用起来很好妙啊性价比挺高的买它买它集美们
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑质感很好，速度也很快，颜值很不错， 电池完全够用，总的来说就是一款很不错的办公电脑。联想值得信赖。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,很不错的电脑，看了很多推荐，都强烈推荐这款，真的太香了，快递物流也特别快，卖家服务态度也特别好，爱了爱了
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,整机造型轻巧、简洁美观大气；确认使用的引导步骤很亲民；屏幕显示清晰、色彩柔和；物流迅捷，服务热情！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,非常好的购物体验。客服工程师也很快的回复。联想作为老牌儿笔记本电脑还是很给力的，一定要从京东上购买，实体店容易出现假货。待机时间很长，屏幕色彩也不错，非常适合办公和游戏。，运行速度：流畅，屏幕效果：不错，散热性能：不错
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,非常好，跟客服说的一样，电脑屏幕分析率特别高游戏画质也好，指纹人脸解锁，反应也特别快，感觉挺好的，
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,不卡，没有那么重，电脑还不小，声音也可以，不错不错 日常追剧，上课，这个壁纸爱了爱了，是我喜欢的类型
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,电脑回来很好，物流也很快，用起来很顺手，大小也特别合适，电脑散热也特别好，各种软件用起来也特别快
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,非常好，开机快，屏幕很清晰，用啦几天啦，一点也不卡，看电视剧也快，适合学生党，非常喜欢，好评！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,十一代酷睿真的很不错，颜值是我喜欢的类型，性能稳定，很不错，开机特别快，学习办公都能可以，值得入手。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,宝贝收到了，专门试用了几天才来评论，这款小新15美观大气上档次，开机速度非常快，大概十秒就开机了，其次机身非常的轻薄，拿在手上非常有金属质感，还有就是出厂安装了部分常用软件，自带的软件商城非常好用，非常满意的一次购物。
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,别人推荐买的，据说适合办公，第一次买，体验感还不错发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！第一次在网上购买，也是看评价才买的，质量还不错，有需要的朋友可放心购买
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,我觉得这个电脑买得还是挺值的，性能也不错，而且也是我自己喜欢的风格，客服态度也很好，值得推荐！！
八核R7-4800U 16G 512G固态 标配高色域全面屏【低蓝光护眼无闪烁】,小新运行速度挺快的，散热性能也好，系统不卡，重量较轻，外形也不错，续航能力也挺强，是一个不错的选择！
